Meanint	Meaning_ID	Word	List1	List2	Similarity
the boar	13	bagra	{'долуз', 'dovuz', 'çol dunğuz', 'довуз', 'doguz', 'çöl donuzu', 'давуз', 'bagra'}	{'bagra'}	DIFFERENT
the boar	13	çöl donuzu	{'долуз', 'dovuz', 'çol dunğuz', 'довуз', 'doguz', 'çöl donuzu', 'давуз', 'bagra'}	{'долуз', 'dovuz', 'çol dunğuz', 'довуз', 'doguz', 'дунгъуз', 'çöl donuzu', 'давуз'}	DIFFERENT
the boar	13	qaban	{'хъабан', 'къабан', 'кабан', 'qaban', 'qaban podtv', 'хъапан', 'кьабан'}	{'хъабан', 'къабан', 'кабан', 'qaban', 'qaban podtv', 'хъапан', 'кьабан', 'кабан 1) чIурдинсил'}	DIFFERENT
the boar	13	t’axe	{'taχi', 'taχ', 't’axe', 'tax', 'taχ - samets svinyi'}	{'taχi', 'taχ', 'tax', 't’axe'}	DIFFERENT
the boar	13	taχ - samets svinyi	{'taχi', 'taχ', 't’axe', 'tax', 'taχ - samets svinyi'}		NOT IN LIST 2
the boar	13	ахта сил	{'ахта сил'}	{'силь', 'Ч1урди сил', 'сил', 'ч1урдинсил', 'ахта сил'}	DIFFERENT
the boar	13	БÁIЛIО	{'болъо', 'г1алхул болъон', 'БÁIЛIО', 'болъон'}	{'БÁIЛIО'}	DIFFERENT
the boar	13	болъо	{'болъо', 'г1алхул болъон', 'БÁIЛIО', 'болъон'}	{'болъо', 'г1алхул болъон', 'болъон'}	DIFFERENT
the boar	13	бук1ац	{'бук1ац', 'бухъац', 'букьац'}	{'бук1ац', 'букьац'}	DIFFERENT
the boar	13	бухъац	{'бук1ац', 'бухъац', 'букьац'}	{'бухъац'}	DIFFERENT
the boar	13	вепрь	{'вепрь'}	{'вепрь', 'жакьа'}	DIFFERENT
the boar	13	дунгъуз	{'дунгъуз'}	{'долуз', 'dovuz', 'çol dunğuz', 'довуз', 'doguz', 'дунгъуз', 'çöl donuzu', 'давуз'}	DIFFERENT
the boar	13	жакьа	{'жакьа'}	{'вепрь', 'жакьа'}	DIFFERENT
the boar	13	кабан 1) чIурдинсил	{'кабан 1) чIурдинсил'}	{'хъабан', 'къабан', 'кабан', 'qaban', 'qaban podtv', 'хъапан', 'кьабан', 'кабан 1) чIурдинсил'}	DIFFERENT
the boar	13	сил	{'ч1урдинсил', 'силь', 'сил', 'Ч1урди сил'}	{'силь', 'Ч1урди сил', 'сил', 'ч1урдинсил', 'ахта сил'}	DIFFERENT
the body	14	badan	{'badan', 'беден оба подтвердил', 'bədən podtv', 'беден', 'bədən'}	{'беден', 'badan', 'bədən', 'bədən podtv'}	DIFFERENT
the body	14	jasad	{'jasad'}	{'jasad', 'жасад'}	DIFFERENT
the body	14	laga	{'laga'}	{'laga', 'лаги', 'лага'}	DIFFERENT
the body	14	беден оба подтвердил	{'badan', 'беден оба подтвердил', 'bədən podtv', 'беден', 'bədən'}		NOT IN LIST 2
the body	14	жасад	{'жасад'}	{'jasad', 'жасад'}	DIFFERENT
the body	14	лага	{'лаги', 'лага'}	{'laga', 'лаги', 'лага'}	DIFFERENT
the bottle	15	botli	{'botli', 'botree'}	{'botli'}	DIFFERENT
the bottle	15	botree	{'botli', 'botree'}	{'botree'}	DIFFERENT
the bottle	15	ravieh	{'ravieh', 'zujaaja'}	{'ravieh'}	DIFFERENT
the bottle	15	šuša	{'šuša', 'шюше(п редко)', 'шиша', 'шуша', 'şüşа', 'шуше', 'шюше', 'şüşə', 'şuşa', 'ШУЬШЕ', 'шуьше', 'шишав', 'шюша'}	{'šuša', 'шиша', 'шуша', 'şüşа', 'шуше', 'шюше', 'şüşə', 'şuşa', 'ШУЬШЕ', 'шуьше', 'шишав', 'шюша'}	DIFFERENT
the bottle	15	tong	{'tong', 'макълашка'}	{'tong'}	DIFFERENT
the bottle	15	zujaaja	{'ravieh', 'zujaaja'}	{'zujaaja'}	DIFFERENT
the bottle	15	макълашка	{'tong', 'макълашка'}	{'макълашка'}	DIFFERENT
the bottle	15	шюше(п редко)	{'šuša', 'шюше(п редко)', 'шиша', 'шуша', 'şüşа', 'шуше', 'шюше', 'şüşə', 'şuşa', 'ШУЬШЕ', 'шуьше', 'шишав', 'шюша'}		NOT IN LIST 2
the boundary	16	cяргьят	{'саргьа1т', 'сергьет', 'сергьат подтвердил', 'sərhəd', 'са1ргъа1т', 'сергьа1т', 'серьгьят', 'сэерхет', 'sərhət', 'сяргьят не подтвердил', 'саргъат', 'cяргьят', 'сяргьят подтвердил', 'саргъа1т', 'саргьат', 'саргьаIт', 'сэрэт', 'саргьаьт', 'сяргьят', 'сергьят', 'СЕРГЬЯТ', 'сэрхэт', 'сегьрат', 'сергьат'}	{'саргьа1т', 'сергьет', 'сергьат подтвердил', 'sərhəd', 'са1ргъа1т', 'сергьа1т', 'серьгьят', 'сэерхет', 'sərhət', 'сяргьят не подтвердил', '*саргьят', 'сэрхэт(п*)', 'саргъат', 'cяргьят', 'сяргьят подтвердил', 'саргъа1т', '*саргьат', 'саргьат', 'саргьаIт', 'сэрэт', 'саргьаьт', 'сяргьят', 'сергьят', 'СЕРГЬЯТ', 'сэрхэт', 'сегьрат', 'сергьат'}	DIFFERENT
the boundary	16	daˤzi	{'дозу', 'daˤzi', 'дазу подтвердил', 'дазу п', 'дазу', 'доза'}	{'дозу', 'daˤzi', '*дазу', 'дазу подтвердил', 'дазу п', 'дазу', 'доза'}	DIFFERENT
the boundary	16	örqi	{'örqi'}	{'орхъи', 'örqi'}	DIFFERENT
the boundary	16	орхъи	{'орхъи'}	{'орхъи', 'örqi'}	DIFFERENT
the boundary	16	хетила дерганета??	{'хетила дерганета??'}		NOT IN LIST 2
the bow	17	II декку	{'II декку'}	{'деккуьр ч1имин', 'декюр ч1имир', 'дукку ч1емир', 'деккю ч1емир', 'декку ч1имир', 'деккюр ч1емир', 'деккюр ч1имил', 'II декку', 'деккю чlимир'}	DIFFERENT
the bow	17	oh yay	{'еюх', 'yay', 'ух', 'ухья', 'яюхьи', 'ух яй', 'яюх', 'еъух', 'ox', 'ейъух', 'ей', 'ох', 'oh yay', 'яй ух', 'yay oх', 'yay ox podtv', 'ух-йай', 'yay ox'}	{'yay', 'яюх', 'Йай – ух', 'яй ух', 'yay oх', 'ух-йай', 'ох', 'ух', 'ух яй', 'ox', 'yay ox podtv', 'ейъух', 'ей', 'yay ox', 'еюх', 'ухья', 'еъух', 'oh yay', 'яюхьи'}	DIFFERENT
the bow	17	декку ч1имир	{'деккуьр ч1имин', 'декюр ч1имир', 'дукку ч1емир', 'деккю ч1емир', 'декку ч1имир', 'деккюр ч1емир', 'деккюр ч1имил', 'дюрккю ч1емир', 'деккю чlимир'}	{'деккуьр ч1имин', 'декюр ч1имир', 'дукку ч1емир', 'деккю ч1емир', 'декку ч1имир', 'деккюр ч1емир', 'деккюр ч1имил', 'II декку', 'деккю чlимир'}	DIFFERENT
the bow	17	дерекаур	{'дерекаур'}	{'дерекка жалмуг', 'дерекаур'}	DIFFERENT
the bow	17	дерекка жалмуг	{'дерекка жалмуг'}	{'дерекка жалмуг', 'дерекаур'}	DIFFERENT
the bow	17	дюрккир	{'дюрккир', 'Йай – ух'}	{'ч1им рар', 'ч1имхъирук', 'ч1ирку ч1емир', 'ч1ими рук', 'ч1имтер', 'ч1имир', 'ч1имрар', 'чимир', 'ч1имирухъ', 'ч1улки ч1имар', 'чемир подтвердил', 'ч1ит1ирухъ', 'дюрккю ч1емир', 'чими рух', 'дюрккир', 'ч1емир'}	DIFFERENT
the bow	17	дюрккю ч1емир	{'деккуьр ч1имин', 'декюр ч1имир', 'дукку ч1емир', 'деккю ч1емир', 'декку ч1имир', 'деккюр ч1емир', 'деккюр ч1имил', 'дюрккю ч1емир', 'деккю чlимир'}	{'ч1им рар', 'ч1имхъирук', 'ч1ирку ч1емир', 'ч1ими рук', 'ч1имтер', 'ч1имир', 'ч1имрар', 'чимир', 'ч1имирухъ', 'ч1улки ч1имар', 'чемир подтвердил', 'ч1ит1ирухъ', 'дюрккю ч1емир', 'чими рух', 'дюрккир', 'ч1емир'}	DIFFERENT
the bow	17	Йай – ух	{'дюрккир', 'Йай – ух'}	{'yay', 'яюх', 'Йай – ух', 'яй ух', 'yay oх', 'ух-йай', 'ох', 'ух', 'ух яй', 'ox', 'yay ox podtv', 'ейъух', 'ей', 'yay ox', 'еюх', 'ухья', 'еъух', 'oh yay', 'яюхьи'}	DIFFERENT
the bow	17	лъер	{'лъер'}	{'лъер', 'не'}	DIFFERENT
the bow	17	т1ул	{'чуркерин т1ул', 'т1ул'}	{'т1ул'}	DIFFERENT
the bow	17	тергеч	{'тиркач', 'тиргач', 'тергеч'}	{'х1ял', 'тергеч', 'х1яргьут', 'тиргач', 'тиркач'}	DIFFERENT
the bow	17	х1ял	{'х1ял'}	{'х1ял', 'тергеч', 'х1яргьут', 'тиргач', 'тиркач'}	DIFFERENT
the bow	17	х1яргьут	{'х1яргьут'}	{'х1ял', 'тергеч', 'х1яргьут', 'тиргач', 'тиркач'}	DIFFERENT
the bow	17	ЦIЕРУЦIА	{'ЦIЕРУЦIА'}	{'ЦIЕРУЦIА', 'церцедахъи'}	DIFFERENT
the bow	17	церцедахъи	{'церцедахъи'}	{'ЦIЕРУЦIА', 'церцедахъи'}	DIFFERENT
the bow	17	ч1емир	{'ч1им рар', 'ч1ентерар', 'ч1имхъирук', 'ч1ими рук', 'ч1имтер', 'ч1ирку ч1емир', 'ч1имир', 'ч1имрар', 'чимир', 'ч1имирухъ', 'ч1улки ч1имар', 'чемир подтвердил', 'ч1ит1ирухъ', 'чими рух', 'ч1емир'}	{'ч1им рар', 'ч1имхъирук', 'ч1ирку ч1емир', 'ч1ими рук', 'ч1имтер', 'ч1имир', 'ч1имрар', 'чимир', 'ч1имирухъ', 'ч1улки ч1имар', 'чемир подтвердил', 'ч1ит1ирухъ', 'дюрккю ч1емир', 'чими рух', 'дюрккир', 'ч1емир'}	DIFFERENT
the bow	17	ч1ентерар	{'ч1им рар', 'ч1ентерар', 'ч1имхъирук', 'ч1ими рук', 'ч1имтер', 'ч1ирку ч1емир', 'ч1имир', 'ч1имрар', 'чимир', 'ч1имирухъ', 'ч1улки ч1имар', 'чемир подтвердил', 'ч1ит1ирухъ', 'чими рух', 'ч1емир'}	{'ч1ентерар'}	DIFFERENT
the bow	17	чуркерин т1ул	{'чуркерин т1ул', 'т1ул'}	{'чуркерин т1ул'}	DIFFERENT
the bracelet	18	abrak	{'abrak'}	{'abrak', 'abranjan'}	DIFFERENT
the bracelet	18	abranjan	{'abranjan'}	{'abrak', 'abranjan'}	DIFFERENT
the bracelet	18	äᵑgä	{'ака2', 'ÁКА', 'äᵑgä'}	{'äᵑgä'}	DIFFERENT
the bracelet	18	ÁКА	{'ака2', 'ÁКА', 'äᵑgä'}	{'ака2', 'ÁКА'}	DIFFERENT
the bracelet	18	gʷeniši	{'gʷeniši'}	{'gʷeniši', 'къваниш', 'кваниш'}	DIFFERENT
the bracelet	18	kolbaq	{'kolbaq', 'qolbaq', 'qolba'}	{'qolbaq', 'къолбагъ', 'kolbaq', 'къулбагъ', 'qolba'}	DIFFERENT
the bracelet	18	к1ур	{'къур', 'к1ур'}	{'к1урбан', 'к1ур', 'къур'}	DIFFERENT
the bracelet	18	к1урбан	{'к1урбан'}	{'к1урбан', 'к1ур', 'къур'}	DIFFERENT
the bracelet	18	кваниш	{'къваниш', 'кваниш'}	{'gʷeniši', 'къваниш', 'кваниш'}	DIFFERENT
the bracelet	18	кулех	{'кьулихъ', 'кулих', 'кулих подтвердил', 'къулихъ', 'кьулих не наше', 'кулех', 'кьулих'}	{'кьулихъ', 'кулих', 'кулих подтвердил', 'кулех', 'къулихъ', 'кулих(нп)', '*кулих', 'кьулих'}	DIFFERENT
the bracelet	18	къолбагъ	{'къулбагъ', 'къолбагъ'}	{'qolbaq', 'къолбагъ', 'kolbaq', 'къулбагъ', 'qolba'}	DIFFERENT
the bracelet	18	кьулих не наше	{'кьулихъ', 'кулих', 'кулих подтвердил', 'къулихъ', 'кьулих не наше', 'кулех', 'кьулих'}		NOT IN LIST 2
the bracelet	18	то	{'то'}		NOT IN LIST 2
the bracelet	18	это	{'это'}		NOT IN LIST 2
the bridge	19	körpu	{'кюрпи', 'körpu', 'körpü', 'кюрпю'}	{'кюрпю', 'куьрпи', 'körpü', 'körpu', 'кюрпи', 'кёпюр'}	DIFFERENT
the bridge	19	qidi	{'qidi'}	{'qidi', 'χidi'}	DIFFERENT
the bridge	19	t’iyo	{'т1ийо', 't’iyo', 'т1ай'}	{'т1ийо', 't’iyo'}	DIFFERENT
the bridge	19	χidi	{'χidi'}	{'qidi', 'χidi'}	DIFFERENT
the bridge	19	гъа	{'гъе1', 'гъяй', 'гъяр', 'гъа1', 'гъяд', 'гъядж', 'гъа1дж', 'гъа'}	{'кьири', 'гъе1', 'къяр', 'гъяй', 'кьир', 'гъяр', 'кьеру', 'гъа1', 'къяй', 'кьира', 'гъяд', 'гъядж', 'гъа1дж', 'кьиру', 'гъа'}	DIFFERENT
the bridge	19	кёпюр	{'кёпюр'}	{'кюрпю', 'куьрпи', 'körpü', 'körpu', 'кюрпи', 'кёпюр'}	DIFFERENT
the bridge	19	куьрпи	{'куьрпи'}	{'кюрпю', 'куьрпи', 'körpü', 'körpu', 'кюрпи', 'кёпюр'}	DIFFERENT
the bridge	19	къяй	{'къяй', 'къяр'}	{'кьири', 'гъе1', 'къяр', 'гъяй', 'кьир', 'гъяр', 'кьеру', 'гъа1', 'къяй', 'кьира', 'гъяд', 'гъядж', 'гъа1дж', 'кьиру', 'гъа'}	DIFFERENT
the bridge	19	кьеру	{'кьири', 'кьир', 'кьеру', 'кьира', 'кьиру'}	{'кьири', 'гъе1', 'къяр', 'гъяй', 'кьир', 'гъяр', 'кьеру', 'гъа1', 'къяй', 'кьира', 'гъяд', 'гъядж', 'гъа1дж', 'кьиру', 'гъа'}	DIFFERENT
the bridge	19	кьо	{'ЛIЕ', 'кьо', 'лIемо2', 'л1е'}	{'кьо'}	DIFFERENT
the bridge	19	л1е	{'ЛIЕ', 'кьо', 'лIемо2', 'л1е'}	{'ЛIЕ', 'л1е'}	DIFFERENT
the bridge	19	лIемо2	{'ЛIЕ', 'кьо', 'лIемо2', 'л1е'}	{'лIемо2'}	DIFFERENT
the bridge	19	т1ай	{'т1ийо', 't’iyo', 'т1ай'}	{'т1ай'}	DIFFERENT
the broom	20	supurgə	{'supurgə', 'süpürgə', 'süpürgə podtv'}	{'supurgə', 'süpürgə', 'сюпюрке', 'суьбуьрке', 'süpürgə podtv'}	DIFFERENT
the broom	20	сибиртки	{'сюпюрке', 'сибиртки', 'суьбуьрке'}	{'сибиртки'}	DIFFERENT
the broom	20	суьбуьрке	{'сюпюрке', 'сибиртки', 'суьбуьрке'}	{'supurgə', 'süpürgə', 'сюпюрке', 'суьбуьрке', 'süpürgə podtv'}	DIFFERENT
the broom	20	хьириг	{'хьириг'}	{'хьириг', 'хьырыс', 'хьырыс п'}	DIFFERENT
the broom	20	хьырыс	{'хьырыс', 'хьырыс п'}	{'хьириг', 'хьырыс', 'хьырыс п'}	DIFFERENT
the bucket	21	chelik	{'Чийлик', 'челек', 'chelik'}	{'chelik'}	DIFFERENT
the bucket	21	dalv	{'doolcheh', 'dool', 'dalv'}	{'dalv'}	DIFFERENT
the bucket	21	dool	{'doolcheh', 'dool', 'dalv'}	{'dool', 'doolcheh'}	DIFFERENT
the bucket	21	vedra	{'ведрə', 'педире', 'бедре', 'ВЕДРЕ', 'ведрэ', 'ведре', 'ведру', 'бедре подтвердил', 'бидира', 'педре', 'босоно', 'бадра', 'vedra', 'ведра', 'vedro', 'ведро', 'vedre', 'пидра', 'бедера', 'бедра'}	{'ведрə', 'vedra', 'vedre', 'ведре', 'ведру', 'ведра', 'vedro', 'ВЕДРЕ', 'ведрэ', 'ведро'}	DIFFERENT
the bucket	21	бадра	{'ведрə', 'педире', 'бедре', 'ВЕДРЕ', 'ведрэ', 'ведре', 'ведру', 'бедре подтвердил', 'бидира', 'педре', 'босоно', 'бадра', 'vedra', 'ведра', 'vedro', 'ведро', 'vedre', 'пидра', 'бедера', 'бедра'}	{'педре', 'бадра', 'педире', 'пидра', 'бедера', 'бедре', 'бедре подтвердил', 'бидира', 'бедра'}	DIFFERENT
the bucket	21	босоно	{'ведрə', 'педире', 'бедре', 'ВЕДРЕ', 'ведрэ', 'ведре', 'ведру', 'бедре подтвердил', 'бидира', 'педре', 'босоно', 'бадра', 'vedra', 'ведра', 'vedro', 'ведро', 'vedre', 'пидра', 'бедера', 'бедра'}	{'босоно'}	DIFFERENT
the bucket	21	челек	{'Чийлик', 'челек', 'chelik'}	{'Чийлик', 'челек'}	DIFFERENT
the butterfly	22	kəpənək	{'гюмелек', 'кяпянакь', 'kəpənək'}	{'kəpənək'}	DIFFERENT
the butterfly	22	бат1ли бав	{'бат1ли бав'}	{'бятрибав', 'патрибав', 'бат1ли бав', 'бятлибав'}	DIFFERENT
the butterfly	22	бятлибав	{'бятрибав', 'бятлибав'}	{'бятрибав', 'патрибав', 'бат1ли бав', 'бятлибав'}	DIFFERENT
the butterfly	22	гюмелек	{'гюмелек', 'кяпянакь', 'kəpənək'}	{'гюмелек'}	DIFFERENT
the butterfly	22	деб-дебил	{'деб-дебил', 'дебебил', 'дебил'}	{'дебил', 'т1ип1', 'т1ебебил', 'т1еб', 'т1иби', 'деб-дебил', 'дебебил', 'тlиппи', 'т1ипи'}	DIFFERENT
the butterfly	22	кяпянакь	{'гюмелек', 'кяпянакь', 'kəpənək'}	{'кяпянакь'}	DIFFERENT
the butterfly	22	патрибав	{'патрибав'}	{'бятрибав', 'патрибав', 'бат1ли бав', 'бятлибав'}	DIFFERENT
the butterfly	22	пелпинег	{'пелпинег'}	{'перпюнег', 'пирпинегь', 'перпюнеги', 'пирпинек', 'пелпинег', 'перпенег'}	DIFFERENT
the butterfly	22	перпенег	{'пильпеленг', 'пильпенег', 'пильпиленг', 'пирпиленг', 'перпюнег', 'перпюнеги', 'пирпинегь', 'пирпинек', 'пинпиленг', 'перпенег'}	{'перпюнег', 'пирпинегь', 'перпюнеги', 'пирпинек', 'пелпинег', 'перпенег'}	DIFFERENT
the butterfly	22	пильпеленг	{'пильпеленг', 'пильпенег', 'пильпиленг', 'пирпиленг', 'перпюнег', 'перпюнеги', 'пирпинегь', 'пирпинек', 'пинпиленг', 'перпенег'}	{'пильпеленг', 'пирпиленг', 'пильпенег', 'пильпиленг', 'пинпиленг'}	DIFFERENT
